bill,year,date_intro,title,act,sector
S.189,2018,1/3/18,An act relating to beer and wine franchises,,
H.23,2011,1/11/11,An act relating to benefits for survivors of emergency personnel,,
S.128,2015,3/12/15,An act relating to bias regarding sexual orientation or gender identity in criminal proceedings,,
H.567,2018,1/5/18,An act relating to bicycle helmets,,
H.667,2012,1/31/12,An act relating to bicycle racks at state buildings,,
S.74,2015,2/10/15,An act relating to binding arbitration for school teachers and administrators and for municipal employees,,
H.625,2014,1/17/14,An act relating to binding arbitration for State employees,,
H.174,2015,2/10/15,An act relating to binding arbitration for State employees,,
H.417,2013,2/28/13,An act relating to blighted property improvement programs,,
H.765,2018,1/30/18,"An act relating to blockchain, cryptocurrency, and financial technology",,
H.913,2018,3/2/18,An act relating to boards and commissions,,
H.63,2011,1/18/11,An act relating to boilers and pressure vessels,,
H.153,2013,2/1/13,An act relating to branding the titles of flooded motor vehicles,,
S.107,2013,2/14/13,An act relating to branding the titles of flooded motor vehicles,,
H.538,2017,5/2/17,"An act relating to broadening Vermont's personal income tax base, restructuring the Education Fund, eliminating tax expenditures, and capping education spending growth",,
H.410,2013,2/28/13,An act relating to brownfields,,
H.23,2017,1/11/17,An act relating to building resilience for persons experiencing adverse childhood experiences,,
H.830,2016,1/29/16,An act relating to bullying,,
H.654,2018,1/18/18,An act relating to Burlington International Airport and noise compatibility programs,,
S.269,2014,1/7/14,An act relating to business consumer protection and data security breaches,,
H.594,2018,1/10/18,An act relating to business consumer protection for credit card terminal leases,,
S.206,2018,1/3/18,An act relating to business consumer protection for point-of-sale equipment leases,,
H.838,2016,1/29/16,An act relating to business registration requirements,,
S.6,2011,1/7/11,An act relating to caffeinated and stimulant-enhanced malt beverages,,
H.509,2017,3/21/17,An act relating to calculating statewide education tax rates,,
H.686,2014,1/24/14,An act relating to calculating the common level of appraisal following a townwide reappraisal,,
H.713,2016,1/28/16,An act relating to calculating time periods in court proceedings,,
S.117,2012,1/3/12,An act relating to calculation of consecutive sentences,,
S.138,2012,1/3/12,An act relating to calculation of criminal sentences and record keeping for search warrants,,
H.481,2013,3/12/13,An act relating to campaign finance,,
H.319,2013,2/21/13,An act relating to campaign finance reporting and disclaimers,,
H.740,2012,2/1/12,An act relating to campaign finance reports,,
H.281,2013,2/15/13,An act relating to cancellation periods for home solicitation sales and civil penalties for consumer protection violations against persons aged 62 or older,,
H.771,2014,1/31/14,An act relating to capital funding for agricultural fair and field days,,
H.429,2011,3/10/11,An act relating to capital gain exclusion for sale of a business to employees,,
H.87,2011,1/21/11,"An act relating to capping income sensitivity adjustments, altering the way household income is defined, removing the adjustment for properties valued at over $500,000.00, and reinstating the adjustment of $10.00 per acre for up to five acres",,
H.181,2011,2/8/11,An act relating to capping payments to municipalities from traffic violation revenue,,
H.401,2017,2/23/17,An act relating to card tournaments hosted by nonprofit organizations,,
H.455,2017,2/24/17,An act relating to career technical education,,
H.504,2017,3/17/17,"An act relating to career technical education, special education, and education weightings",,
H.44,2017,1/13/17,An act relating to carrying a handgun and a bow after the close of the legal hunting day,,
H.128,2017,1/25/17,An act relating to casino events hosted by nonprofit organizations,,
H.131,2011,1/28/11,An act relating to casino gaming,,
H.93,2013,1/25/13,An act relating to casino gaming,,
H.70,2015,1/27/15,An act relating to casino gaming,,
H.351,2017,2/21/17,An act relating to casino gaming,,
H.536,2012,1/13/12,An act relating to caterer's permits,,
S.125,2012,1/3/12,An act relating to caterer's permits,,
H.600,2016,1/21/16,An act relating to cemetery fencing,,
H.698,2016,1/27/16,An act relating to centralized permitting of overweight vehicles,,
H.205,2017,2/7/17,An act relating to certain business tax provisions,,
S.59,2017,2/1/17,An act relating to certain businesses regulated by the Department of Financial Regulation,,
H.734,2018,1/30/18,An act relating to certain limitations on the certificate of need program,,
H.669,2018,1/19/18,An act relating to certificates of need and to replacing the Health Resource Allocation Plan,,
S.277,2018,1/3/18,An act relating to certificates of need and to replacing the Health Resource Allocation Plan,,
H.586,2012,1/24/12,An act relating to certificates of public good issued by the public service board,,
H.829,2014,2/4/14,An act relating to certification of supervised visitation programs in Vermont,,
H.177,2013,2/5/13,An act relating to certified contractors,,
H.851,2018,2/2/18,An act relating to certifying compliance with water quality requirements as a condition of the award of State financial assistance,,
H.440,2017,2/23/17,"An act relating to certifying livestock and poultry as humanely raised, handled, and slaughtered",,
H.545,2016,1/12/16,An act relating to chains or barriers across ways used for vehicular travel,,
H.911,2018,3/1/18,An act relating to changes in Vermont's personal income tax and education financing system,,
H.120,2017,1/24/17,An act relating to changes of name,,
H.665,2018,1/19/18,An act relating to changes to Act 250,,
S.163,2013,4/3/13,An act relating to changing provisions within the Vermont Common Interest Ownership Act related to owners of time-shares,,
H.226,2011,2/11/11,An act relating to changing the name of Columbus Day to Indigenous People's Day,,
H.322,2017,2/17/17,An act relating to changing the name of the Public Service Board,,
H.133,2011,1/28/11,An act relating to changing the structure of education governance and funding,,
H.378,2013,2/26/13,An act relating to changing the structure of education governance and funding,,
H.380,2015,3/10/15,An act relating to changing the structure of education governance and funding through the creation of 15 Consolidated Administrative Districts,,
H.498,2017,3/2/17,An act relating to changing the way tax rates for the statewide education property tax are calculated,,
H.554,2016,1/13/16,An act relating to charges for access to health care records,,
S.52,2013,1/24/13,An act relating to child care providers,,
H.292,2015,2/24/15,An act relating to child care subsidy market rates,,
H.415,2011,3/8/11,An act relating to child endangerment,,
H.790,2018,1/31/18,An act relating to child marriage,,
H.471,2012,1/3/12,An act relating to child motorcycle passengers,,
H.436,2013,3/1/13,An act relating to child victims of physical abuse and court procedural rules,,
H.550,2018,1/3/18,An act relating to childhood trauma and the best interests of the child,,
H.626,2012,1/27/12,An act relating to children of incarcerated fathers,,
H.456,2013,3/1/13,An act relating to children of incarcerated fathers,,
S.243,2012,1/3/12,An act relating to CHINS proceedings involving children who are members of a state-recognized Indian tribe,,
H.487,2013,3/12/13,An act relating to chiropractic coverage in Medicaid,,
H.460,2013,3/1/13,An act relating to choice of providers for vision and eye care services,,
S.141,2013,2/27/13,An act relating to choice of providers for vision and eye care services,,
H.140,2013,2/1/13,An act relating to Choices for Care,,
H.764,2016,1/28/16,An act relating to cigar bars,,
H.126,2017,1/25/17,An act relating to circulating nurses in hospital operating rooms,,
S.31,2017,1/17/17,An act relating to circulating nurses in hospital operating rooms,,
H.152,2015,2/6/15,An act relating to civil forfeiture for drug crimes,,
H.471,2013,3/1/13,An act relating to civil forfeiture proceedings in criminal cases of animal cruelty,,
H.194,2011,2/8/11,An act relating to civil immunity for volunteer coaches,,
H.506,2015,4/29/15,An act relating to clarification of municipal property lien for unsafe structures,,
H.549,2016,1/13/16,An act relating to clarifying items subject to the law governing scrap metal processors,,
H.354,2015,2/27/15,An act relating to clarifying the meaning of food processing for the purpose of the manufacturer's exemption to Vermont's sales and use tax,,
